Qual é o seu sexo?,Masculino.,Feminino.,,,,,,,,,
Você poderia nos dizer a sua faixa etária?,Até 24 anos,De 25 a 29 anos,De 30 a 39 anos,De 40 a 49 anos,De 50 a 54 anos,55 anos ou mais,,,,,
Indique a frequência com que você desenvolve as seguintes práticas pedagógicas nesta turma: Promover discussões a partir de textos de jornais ou revistas.,Nunca.,Uma vez por ano.,De 3 a 4 vezes ao ano.,Mensalmente.,Semanalmente.,Diariamente.,,,,,
Indique a frequência com que você desenvolve as seguintes práticas pedagógicas nesta turma: Propor atividades gramaticais relacionadas aos textos de jornais ou revistas.,Nunca.,Uma vez por ano.,De 3 a 4 vezes ao ano.,Mensalmente.,Semanalmente.,Diariamente.,,,,,
"Indique a frequência com que você desenvolve as seguintes práticas pedagógicas nesta turma: Promover a leitura e discussão de contos, crônicas, poesias ou romances.",Nunca.,Uma vez por ano.,De 3 a 4 vezes ao ano.,Mensalmente.,Semanalmente.,Diariamente.,,,,,
"Indique a frequência com que você desenvolve as seguintes práticas pedagógicas nesta turma: Utilizar contos, crônicas, poesias ou romances para exercitar aspectos da gramática.",Nunca.,Uma vez por ano.,De 3 a 4 vezes ao ano.,Mensalmente.,Semanalmente.,Diariamente.,,,,,
Indique a frequência com que você desenvolve as seguintes práticas pedagógicas nesta turma: Utilizar revistas em quadrinhos como instrumento de aprendizado.,Nunca.,Uma vez por ano.,De 3 a 4 vezes ao ano.,Mensalmente.,Semanalmente.,Diariamente.,,,,,
Indique a frequência com que você desenvolve as seguintes práticas pedagógicas nesta turma: Fixar os nomes de conceitos gramaticais e linguísticos.,Nunca.,Uma vez por ano.,De 3 a 4 vezes ao ano.,Mensalmente.,Semanalmente.,Diariamente.,,,,,
Indique a frequência com a que você desenvolve as seguintes práticas pedagógicas nesta turma: Fazer exercícios para fixar procedimentos e regras.,Nunca.,Uma vez por ano.,De 3 a 4 vezes ao ano.,Mensalmente.,Semanalmente.,Diariamente.,,,,,
Indique a frequência com a que você desenvolve as seguintes práticas pedagógicas nesta turma: Discutir se os resultados numéricos obtidos na solução de um problema são adequados à situação apresentada.,Nunca.,Uma vez por ano.,De 3 a 4 vezes ao ano.,Mensalmente.,Semanalmente.,Diariamente.,,,,,
Indique a frequência com a que você desenvolve as seguintes práticas pedagógicas nesta turma: Discutir diferentes modos para resolver problemas e cálculos.,Nunca.,Uma vez por ano.,De 3 a 4 vezes ao ano.,Mensalmente.,Semanalmente.,Diariamente.,,,,,
"Indique a frequência com a que você desenvolve as seguintes práticas pedagógicas nesta turma: Lidar com temas que aparecem em jornais e/ou revistas, discutindo a relação dos temas com a matemática.",Nunca.,Uma vez por ano.,De 3 a 4 vezes ao ano.,Mensalmente.,Semanalmente.,Diariamente.,,,,,
Indique a frequência com a que você desenvolve as seguintes práticas pedagógicas nesta turma: Fornecer esquemas/regras que permitem obter as respostas certas dos cálculos e problemas.,Nunca.,Uma vez por ano.,De 3 a 4 vezes ao ano.,Mensalmente.,Semanalmente.,Diariamente.,,,,,
"Indique a frequência com a que você desenvolve as seguintes práticas pedagógicas nesta turma: Experimentar diferentes ações (coletar informações, recortar, explorar, manipular etc.) para resolver problemas.",Nunca.,Uma vez por ano.,De 3 a 4 vezes ao ano.,Mensalmente.,Semanalmente.,Diariamente.,,,,,
