Indique se nesta escola existem ou não os recursos apontados e quais são suas condiçoes de uso. Fitas de vídeo ou dvd (educativas).,Bom,Regular,Ruim,Inexistente
Indique se nesta escola existem ou não os recursos apontados e quais são suas condiçoes de uso. Fitas de vídeo ou dvd (lazer).,Bom,Regular,Ruim,Inexistente
Indique se nesta escola existem ou não os recursos apontados e quais são suas condiçoes de uso. Máquina copiadora.,Bom,Regular,Ruim,Inexistente
Indique se nesta escola existem ou não os recursos apontados e quais são suas condiçoes de uso. Impressora.,Bom,Regular,Ruim,Inexistente
Indique se nesta escola existem ou não os recursos apontados e quais são suas condiçoes de uso. Retroprojetor.,Bom,Regular,Ruim,Inexistente
Indique se nesta escola existem ou não os recursos apontados e quais são suas condiçoes de uso. Projetor de slides.,Bom,Regular,Ruim,Inexistente
Indique se nesta escola existem ou não os recursos apontados e quais são suas condiçoes de uso. Videocassete ou aparelho de dvd.,Bom,Regular,Ruim,Inexistente
Indique se nesta escola existem ou não os recursos apontados e quais são suas condiçoes de uso. Televisão.,Bom,Regular,Ruim,Inexistente
Indique se nesta escola existem ou não os recursos apontados e quais são suas condiçoes de uso. Mimeógrafo.,Bom,Regular,Ruim,Inexistente
Indique se nesta escola existem ou não os recursos apontados e quais são suas condiçoes de uso. Câmera fotográfica.,Bom,Regular,Ruim,Inexistente
Indique se nesta escola existem ou não os recursos apontados e quais são suas condiçoes de uso. Antena parabólica.,Bom,Regular,Ruim,Inexistente
Indique se nesta escola existem ou não os recursos apontados e quais são suas condiçoes de uso. Internet com conexão Banda Larga.,Bom,Regular,Ruim,Inexistente
Indique se nesta escola existem ou não os recursos apontados e quais são suas condiçoes de uso. Linha telefônica.,Bom,Regular,Ruim,Inexistente
Indique se nesta escola existem ou não os recursos apontados e quais são suas condiçoes de uso. Aparelho de fax.,Bom,Regular,Ruim,Inexistente
Indique se nesta escola existem ou não os recursos apontados e quais são suas condiçoes de uso. Aparelho de som.,Bom,Regular,Ruim,Inexistente
Indique a existência e as condições de uso dos seguintes espaços da escola: Biblioteca.,Bom,Regular,Ruim,Inexistente
Indique a existência e as condições de uso dos seguintes espaços da escola: Sala de leitura.,Bom,Regular,Ruim,Inexistente
Indique a existência e as condições de uso dos seguintes espaços da escola: Quadra de esportes.,Bom,Regular,Ruim,Inexistente
Indique a existência e as condições de uso dos seguintes espaços da escola: Laboratório de informática.,Bom,Regular,Ruim,Inexistente
Indique a existência e as condições de uso dos seguintes espaços da escola: Laboratório de Ciências.,Bom,Regular,Ruim,Inexistente
Indique a existência e as condições de uso dos seguintes espaços da escola: Auditório.,Bom,Regular,Ruim,Inexistente
Indique a existência e as condições de uso dos seguintes espaços da escola: Sala para atividades de música.,Bom,Regular,Ruim,Inexistente
Indique a existência e as condições de uso dos seguintes espaços da escola: Sala para atividades de artes pláticas.,Bom,Regular,Ruim,Inexistente
Em relação à biblioteca ou sala de leitura:  Possui acervo diversificado que desperte o interesse dos alunos.,Sim,Não,Não há biblioteca/sala de leitura.,
Em relação à biblioteca ou sala de leitura:  Possui brinquedoteca.,Sim,Não,Não há biblioteca/sala de leitura.,
Em relação à biblioteca ou sala de leitura:  Possui espaço para estudos coletivos.,Sim,Não,Não há biblioteca/sala de leitura.,
Em relação à biblioteca ou sala de leitura:  Os livros podem ser manuseados e emprestados.,Sim,Não,Não há biblioteca/sala de leitura.,
Em relação à biblioteca ou sala de leitura:  A comunidade pode  utilzar o espaço e os livros.,Sim,Não,Não há biblioteca/sala de leitura.,
Em relação à biblioteca ou sala de leitura:  O espaço é arejado e bem iluminado.,Sim,Não,Não há biblioteca/sala de leitura.,
Em relação à biblioteca ou sala de leitura:  Existe uma pessoa responsável pelo atendimento na biblioteca ou na sala de leitura.,Sim,Não,Não há biblioteca/sala de leitura.,
Os seguintes usuários da biblioteca (ou sala de leitura) levam livros para casa: Os alunos:,Sim.,"Não, porque não querem","Não, porque a escola não permite",Não há biblioteca/sala de leitura.
Os seguintes usuários da biblioteca (ou sala de leitura) levam livros para casa: Os professores:,Sim.,"Não, porque não querem","Não, porque a escola não permite",Não há biblioteca/sala de leitura.
Os seguintes usuários da biblioteca (ou sala de leitura) levam livros para casa: Os membros da comunidade:,Sim.,"Não, porque não querem","Não, porque a escola não permite",Não há biblioteca/sala de leitura.
